	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
CREB1	2.9748752232545035e-3	2.9748752232545035e-3	2.9748752232545035e-3	2.9748752232545035e-3	3.323306729000574e-3	3.323306729000574e-3	3.323306729000574e-3	3.323306729000574e-3	2.7080041201127105e-3	2.7080041201127105e-3	2.7080041201127105e-3	2.7080041201127105e-3	3.2817719488498986e-3	3.2817719488498986e-3	3.2817719488498986e-3	3.2817719488498986e-3
CREB3	1.5882508822734089e-3	1.5882508822734089e-3	1.5882508822734089e-3	1.5882508822734089e-3	5.413174113353436e-4	5.413174113353436e-4	5.413174113353436e-4	5.413174113353436e-4	1.639023834938309e-3	1.639023834938309e-3	1.639023834938309e-3	1.639023834938309e-3	2.547279818506693e-3	2.547279818506693e-3	2.547279818506693e-3	2.547279818506693e-3
CREB3L1	1.2736319833994936e-4	1.2736319833994936e-4	1.2736319833994936e-4	1.2736319833994936e-4	1.3395956579121825e-4	1.3395956579121825e-4	1.3395956579121825e-4	1.3395956579121825e-4	1.6371481725197917e-4	1.6371481725197917e-4	1.6371481725197917e-4	1.6371481725197917e-4	3.2685549564094953e-4	3.2685549564094953e-4	3.2685549564094953e-4	3.2685549564094953e-4
CREB3L2	2.2674345272765892e-4	2.2674345272765892e-4	2.2674345272765892e-4	2.2674345272765892e-4	1.7820474491389918e-4	1.7820474491389918e-4	1.7820474491389918e-4	1.7820474491389918e-4	9.919218555868758e-5	9.919218555868758e-5	9.919218555868758e-5	9.919218555868758e-5	1.5085847814668316e-4	1.5085847814668316e-4	1.5085847814668316e-4	1.5085847814668316e-4
CREB3L4	1.5228044784924632e-4	1.5228044784924632e-4	1.5228044784924632e-4	1.5228044784924632e-4	1.1799849790351192e-4	1.1799849790351192e-4	1.1799849790351192e-4	1.1799849790351192e-4	1.3182051327848343e-4	1.3182051327848343e-4	1.3182051327848343e-4	1.3182051327848343e-4	9.885712835566672e-4	9.885712835566672e-4	9.885712835566672e-4	9.885712835566672e-4
CREB5	6.72454254538071e-5	6.72454254538071e-5	6.72454254538071e-5	6.72454254538071e-5	6.051523436808702e-5	6.051523436808702e-5	6.051523436808702e-5	6.051523436808702e-5	3.024929542340995e-5	3.024929542340995e-5	3.024929542340995e-5	3.024929542340995e-5	5.995638826773491e-5	5.995638826773491e-5	5.995638826773491e-5	5.995638826773491e-5
CREBL2	9.683282722934848e-5	9.683282722934848e-5	9.683282722934848e-5	9.683282722934848e-5	1.196233690352137e-4	1.196233690352137e-4	1.196233690352137e-4	1.196233690352137e-4	1.39047559407466e-4	1.39047559407466e-4	1.39047559407466e-4	1.39047559407466e-4	1.5061711410309272e-4	1.5061711410309272e-4	1.5061711410309272e-4	1.5061711410309272e-4
CREBZF	4.870784306702716e-5	4.870784306702716e-5	4.870784306702716e-5	4.870784306702716e-5	6.472046280681657e-5	6.472046280681657e-5	6.472046280681657e-5	6.472046280681657e-5	1.1290039936534294e-4	1.1290039936534294e-4	1.1290039936534294e-4	1.1290039936534294e-4	4.8387018783421456e-5	4.8387018783421456e-5	4.8387018783421456e-5	4.8387018783421456e-5
CREM	4.127113956373133e-3	4.127113956373133e-3	4.127113956373133e-3	4.127113956373133e-3	3.498861287135432e-3	3.498861287135432e-3	3.498861287135432e-3	3.498861287135432e-3	2.731816477935743e-3	2.731816477935743e-3	2.731816477935743e-3	2.731816477935743e-3	3.1847069672181327e-3	3.1847069672181327e-3	3.1847069672181327e-3	3.1847069672181327e-3
CRX	2.7367548519700148e-5	2.7367548519700148e-5	2.7367548519700148e-5	2.7367548519700148e-5	8.7015956775663e-5	8.7015956775663e-5	8.7015956775663e-5	8.7015956775663e-5	8.946019817200549e-5	8.946019817200549e-5	8.946019817200549e-5	8.946019817200549e-5	4.670548131419959e-5	4.670548131419959e-5	4.670548131419959e-5	4.670548131419959e-5
CTCF	7.478986151935044e-3	7.478986151935044e-3	7.478986151935044e-3	7.478986151935044e-3	7.928480597943226e-3	7.928480597943226e-3	7.928480597943226e-3	7.928480597943226e-3	9.103395851383856e-3	9.103395851383856e-3	9.103395851383856e-3	9.103395851383856e-3	1.194312150157371e-2	1.194312150157371e-2	1.194312150157371e-2	1.194312150157371e-2
CTCFL	3.873715714928001e-4	3.873715714928001e-4	3.873715714928001e-4	3.873715714928001e-4	2.5144182780241834e-4	2.5144182780241834e-4	2.5144182780241834e-4	2.5144182780241834e-4	6.47380680674786e-4	6.47380680674786e-4	6.47380680674786e-4	6.47380680674786e-4	4.3822302960163577e-4	4.3822302960163577e-4	4.3822302960163577e-4	4.3822302960163577e-4
CUX1	1.6324781237510566e-3	1.6324781237510566e-3	1.6324781237510566e-3	1.6324781237510566e-3	8.746793436329796e-4	8.746793436329796e-4	8.746793436329796e-4	8.746793436329796e-4	2.2132490787148554e-3	2.2132490787148554e-3	2.2132490787148554e-3	2.2132490787148554e-3	5.742212242092111e-4	5.742212242092111e-4	5.742212242092111e-4	5.742212242092111e-4
CUX2	1.5261477513675022e-4	1.5261477513675022e-4	1.5261477513675022e-4	1.5261477513675022e-4	4.341211793621717e-5	4.341211793621717e-5	4.341211793621717e-5	4.341211793621717e-5	2.175568095896283e-5	2.175568095896283e-5	2.175568095896283e-5	2.175568095896283e-5	1.190991813483473e-5	1.190991813483473e-5	1.190991813483473e-5	1.190991813483473e-5
CXXC1	1.9494179943968176e-4	1.9494179943968176e-4	1.9494179943968176e-4	1.9494179943968176e-4	2.9804280596538643e-4	2.9804280596538643e-4	2.9804280596538643e-4	2.9804280596538643e-4	1.8608182078358774e-4	1.8608182078358774e-4	1.8608182078358774e-4	1.8608182078358774e-4	3.841017558072202e-4	3.841017558072202e-4	3.841017558072202e-4	3.841017558072202e-4
CXXC4	1.777571478500429e-5	1.777571478500429e-5	1.777571478500429e-5	1.777571478500429e-5	3.8761437920850655e-5	3.8761437920850655e-5	3.8761437920850655e-5	3.8761437920850655e-5	1.5200059873339226e-5	1.5200059873339226e-5	1.5200059873339226e-5	1.5200059873339226e-5	1.2181298791411064e-5	1.2181298791411064e-5	1.2181298791411064e-5	1.2181298791411064e-5
CXXC5	2.2585293350013532e-5	2.2585293350013532e-5	2.2585293350013532e-5	2.2585293350013532e-5	4.710935507747642e-5	4.710935507747642e-5	4.710935507747642e-5	4.710935507747642e-5	2.213548457894374e-5	2.213548457894374e-5	2.213548457894374e-5	2.213548457894374e-5	1.2471736690148849e-4	1.2471736690148849e-4	1.2471736690148849e-4	1.2471736690148849e-4
DBP	3.194224034082531e-4	3.194224034082531e-4	3.194224034082531e-4	3.194224034082531e-4	6.250762243910685e-5	6.250762243910685e-5	6.250762243910685e-5	6.250762243910685e-5	2.9788626881334347e-4	2.9788626881334347e-4	2.9788626881334347e-4	2.9788626881334347e-4	2.343554734970263e-4	2.343554734970263e-4	2.343554734970263e-4	2.343554734970263e-4
DBX1	1.7934158862181735e-5	1.7934158862181735e-5	1.7934158862181735e-5	1.7934158862181735e-5	4.282157681650984e-5	4.282157681650984e-5	4.282157681650984e-5	4.282157681650984e-5	1.4557688120875656e-5	1.4557688120875656e-5	1.4557688120875656e-5	1.4557688120875656e-5	1.8961506256274532e-5	1.8961506256274532e-5	1.8961506256274532e-5	1.8961506256274532e-5
DBX2	2.1975620164089704e-5	2.1975620164089704e-5	2.1975620164089704e-5	2.1975620164089704e-5	4.005517326295897e-5	4.005517326295897e-5	4.005517326295897e-5	4.005517326295897e-5	1.6438675831693717e-5	1.6438675831693717e-5	1.6438675831693717e-5	1.6438675831693717e-5	2.5757824466762227e-5	2.5757824466762227e-5	2.5757824466762227e-5	2.5757824466762227e-5
DDIT3	7.429345326201252e-5	7.429345326201252e-5	7.429345326201252e-5	7.429345326201252e-5	1.0818086375501151e-4	1.0818086375501151e-4	1.0818086375501151e-4	1.0818086375501151e-4	4.1873602713960206e-5	4.1873602713960206e-5	4.1873602713960206e-5	4.1873602713960206e-5	3.1009318280518946e-5	3.1009318280518946e-5	3.1009318280518946e-5	3.1009318280518946e-5
DLX1	2.0560927842150475e-5	2.0560927842150475e-5	2.0560927842150475e-5	2.0560927842150475e-5	4.376942025509699e-5	4.376942025509699e-5	4.376942025509699e-5	4.376942025509699e-5	2.037960510526743e-5	2.037960510526743e-5	2.037960510526743e-5	2.037960510526743e-5	2.4135554103992695e-5	2.4135554103992695e-5	2.4135554103992695e-5	2.4135554103992695e-5
DLX2	2.1834433086355808e-5	2.1834433086355808e-5	2.1834433086355808e-5	2.1834433086355808e-5	4.591444972171924e-5	4.591444972171924e-5	4.591444972171924e-5	4.591444972171924e-5	2.3798957923665583e-5	2.3798957923665583e-5	2.3798957923665583e-5	2.3798957923665583e-5	3.8655290610438385e-5	3.8655290610438385e-5	3.8655290610438385e-5	3.8655290610438385e-5
DLX3	4.0001842326840194e-5	4.0001842326840194e-5	4.0001842326840194e-5	4.0001842326840194e-5	7.830868304254873e-5	7.830868304254873e-5	7.830868304254873e-5	7.830868304254873e-5	4.79348866397838e-5	4.79348866397838e-5	4.79348866397838e-5	4.79348866397838e-5	6.503131810317175e-5	6.503131810317175e-5	6.503131810317175e-5	6.503131810317175e-5
DLX4	2.689290504968165e-5	2.689290504968165e-5	2.689290504968165e-5	2.689290504968165e-5	5.34710839771978e-5	5.34710839771978e-5	5.34710839771978e-5	5.34710839771978e-5	2.5785380098345717e-5	2.5785380098345717e-5	2.5785380098345717e-5	2.5785380098345717e-5	5.0879765514441806e-5	5.0879765514441806e-5	5.0879765514441806e-5	5.0879765514441806e-5
DLX5	2.064270924456821e-5	2.064270924456821e-5	2.064270924456821e-5	2.064270924456821e-5	4.3287051527294524e-5	4.3287051527294524e-5	4.3287051527294524e-5	4.3287051527294524e-5	2.0410659730058435e-5	2.0410659730058435e-5	2.0410659730058435e-5	2.0410659730058435e-5	2.9553640733549035e-5	2.9553640733549035e-5	2.9553640733549035e-5	2.9553640733549035e-5
DLX6	2.1168917715596402e-5	2.1168917715596402e-5	2.1168917715596402e-5	2.1168917715596402e-5	4.264103617776698e-5	4.264103617776698e-5	4.264103617776698e-5	4.264103617776698e-5	2.3133234712684845e-5	2.3133234712684845e-5	2.3133234712684845e-5	2.3133234712684845e-5	3.438990590840791e-5	3.438990590840791e-5	3.438990590840791e-5	3.438990590840791e-5
DMBX1	2.217561663368669e-5	2.217561663368669e-5	2.217561663368669e-5	2.217561663368669e-5	9.722368629930092e-5	9.722368629930092e-5	9.722368629930092e-5	9.722368629930092e-5	3.930340802559394e-5	3.930340802559394e-5	3.930340802559394e-5	3.930340802559394e-5	1.6779939784033698e-5	1.6779939784033698e-5	1.6779939784033698e-5	1.6779939784033698e-5
DMRT1	2.2446314466734335e-5	2.2446314466734335e-5	2.2446314466734335e-5	2.2446314466734335e-5	4.635967882841258e-5	4.635967882841258e-5	4.635967882841258e-5	4.635967882841258e-5	2.1999744097056876e-5	2.1999744097056876e-5	2.1999744097056876e-5	2.1999744097056876e-5	2.248887819829225e-5	2.248887819829225e-5	2.248887819829225e-5	2.248887819829225e-5
DMRT2	2.0596314867136742e-5	2.0596314867136742e-5	2.0596314867136742e-5	2.0596314867136742e-5	4.465402370888481e-5	4.465402370888481e-5	4.465402370888481e-5	4.465402370888481e-5	2.250605971155363e-5	2.250605971155363e-5	2.250605971155363e-5	2.250605971155363e-5	5.49245159915554e-5	5.49245159915554e-5	5.49245159915554e-5	5.49245159915554e-5
DMRT3	1.931348938660132e-5	1.931348938660132e-5	1.931348938660132e-5	1.931348938660132e-5	5.9794510080306e-5	5.9794510080306e-5	5.9794510080306e-5	5.9794510080306e-5	2.753954239309839e-5	2.753954239309839e-5	2.753954239309839e-5	2.753954239309839e-5	2.1068984051913735e-5	2.1068984051913735e-5	2.1068984051913735e-5	2.1068984051913735e-5
DMRTA1	2.216311644935247e-5	2.216311644935247e-5	2.216311644935247e-5	2.216311644935247e-5	9.293574565262061e-5	9.293574565262061e-5	9.293574565262061e-5	9.293574565262061e-5	2.9814909429896732e-5	2.9814909429896732e-5	2.9814909429896732e-5	2.9814909429896732e-5	2.595767334273611e-5	2.595767334273611e-5	2.595767334273611e-5	2.595767334273611e-5
DMRTA2	2.1697389613097602e-5	2.1697389613097602e-5	2.1697389613097602e-5	2.1697389613097602e-5	4.0370357998471465e-5	4.0370357998471465e-5	4.0370357998471465e-5	4.0370357998471465e-5	2.7386240675033232e-5	2.7386240675033232e-5	2.7386240675033232e-5	2.7386240675033232e-5	2.036573396648929e-5	2.036573396648929e-5	2.036573396648929e-5	2.036573396648929e-5
DMRTB1	2.2237545121251596e-5	2.2237545121251596e-5	2.2237545121251596e-5	2.2237545121251596e-5	5.029791427730102e-5	5.029791427730102e-5	5.029791427730102e-5	5.029791427730102e-5	1.878855842019855e-5	1.878855842019855e-5	1.878855842019855e-5	1.878855842019855e-5	2.3777358085886084e-5	2.3777358085886084e-5	2.3777358085886084e-5	2.3777358085886084e-5
DMRTC2	2.3510692685124703e-5	2.3510692685124703e-5	2.3510692685124703e-5	2.3510692685124703e-5	5.0028130344766254e-5	5.0028130344766254e-5	5.0028130344766254e-5	5.0028130344766254e-5	3.855433866072233e-5	3.855433866072233e-5	3.855433866072233e-5	3.855433866072233e-5	3.30293631133625e-5	3.30293631133625e-5	3.30293631133625e-5	3.30293631133625e-5
DNMT1	4.227752979642041e-3	4.227752979642041e-3	4.227752979642041e-3	4.227752979642041e-3	3.516716486670148e-3	3.516716486670148e-3	3.516716486670148e-3	3.516716486670148e-3	3.1513048586916635e-3	3.1513048586916635e-3	3.1513048586916635e-3	3.1513048586916635e-3	3.1865960572334973e-3	3.1865960572334973e-3	3.1865960572334973e-3	3.1865960572334973e-3
DNTTIP1	4.3355035599318734e-5	4.3355035599318734e-5	4.3355035599318734e-5	4.3355035599318734e-5	4.111955501393915e-5	4.111955501393915e-5	4.111955501393915e-5	4.111955501393915e-5	2.9841054333650742e-5	2.9841054333650742e-5	2.9841054333650742e-5	2.9841054333650742e-5	3.869037554953416e-5	3.869037554953416e-5	3.869037554953416e-5	3.869037554953416e-5
DPF1	3.238406266648099e-5	3.238406266648099e-5	3.238406266648099e-5	3.238406266648099e-5	4.4787136642572084e-5	4.4787136642572084e-5	4.4787136642572084e-5	4.4787136642572084e-5	1.6422995815217964e-5	1.6422995815217964e-5	1.6422995815217964e-5	1.6422995815217964e-5	1.3890406526748565e-5	1.3890406526748565e-5	1.3890406526748565e-5	1.3890406526748565e-5
DPF3	2.9686167999263494e-5	2.9686167999263494e-5	2.9686167999263494e-5	2.9686167999263494e-5	4.2376134609133304e-5	4.2376134609133304e-5	4.2376134609133304e-5	4.2376134609133304e-5	1.495784444501227e-5	1.495784444501227e-5	1.495784444501227e-5	1.495784444501227e-5	1.2441620954119746e-5	1.2441620954119746e-5	1.2441620954119746e-5	1.2441620954119746e-5
DPRX	1.9106623923600762e-5	1.9106623923600762e-5	1.9106623923600762e-5	1.9106623923600762e-5	5.682361200802292e-5	5.682361200802292e-5	5.682361200802292e-5	5.682361200802292e-5	1.6557386874108755e-5	1.6557386874108755e-5	1.6557386874108755e-5	1.6557386874108755e-5	1.3128655800346296e-5	1.3128655800346296e-5	1.3128655800346296e-5	1.3128655800346296e-5
DRGX	2.3846409283361222e-5	2.3846409283361222e-5	2.3846409283361222e-5	2.3846409283361222e-5	4.467586671297889e-5	4.467586671297889e-5	4.467586671297889e-5	4.467586671297889e-5	2.0261683813272135e-5	2.0261683813272135e-5	2.0261683813272135e-5	2.0261683813272135e-5	2.480808045972503e-5	2.480808045972503e-5	2.480808045972503e-5	2.480808045972503e-5
DUX1_HUMAN	1.5798630125583778e-5	1.5798630125583778e-5	1.5798630125583778e-5	1.5798630125583778e-5	3.694399901611288e-5	3.694399901611288e-5	3.694399901611288e-5	3.694399901611288e-5	1.2906128128234817e-5	1.2906128128234817e-5	1.2906128128234817e-5	1.2906128128234817e-5	9.76677677018523e-6	9.76677677018523e-6	9.76677677018523e-6	9.76677677018523e-6
DUX3_HUMAN	1.576907884787495e-5	1.576907884787495e-5	1.576907884787495e-5	1.576907884787495e-5	3.6939211427545156e-5	3.6939211427545156e-5	3.6939211427545156e-5	3.6939211427545156e-5	1.2873976033170647e-5	1.2873976033170647e-5	1.2873976033170647e-5	1.2873976033170647e-5	9.714007244542379e-6	9.714007244542379e-6	9.714007244542379e-6	9.714007244542379e-6
DUX4	3.878560484690141e-5	3.878560484690141e-5	3.878560484690141e-5	3.878560484690141e-5	4.759719364396094e-5	4.759719364396094e-5	4.759719364396094e-5	4.759719364396094e-5	1.9018448909724917e-5	1.9018448909724917e-5	1.9018448909724917e-5	1.9018448909724917e-5	1.8042414622581648e-5	1.8042414622581648e-5	1.8042414622581648e-5	1.8042414622581648e-5
DUXA	4.509129604524556e-5	4.509129604524556e-5	4.509129604524556e-5	4.509129604524556e-5	4.813827426898639e-5	4.813827426898639e-5	4.813827426898639e-5	4.813827426898639e-5	3.4800872292393826e-5	3.4800872292393826e-5	3.4800872292393826e-5	3.4800872292393826e-5	2.8695860800165938e-5	2.8695860800165938e-5	2.8695860800165938e-5	2.8695860800165938e-5
E2F1	3.3665165494195124e-4	3.3665165494195124e-4	3.3665165494195124e-4	3.3665165494195124e-4	3.4767310206526195e-4	3.4767310206526195e-4	3.4767310206526195e-4	3.4767310206526195e-4	7.378672731450385e-4	7.378672731450385e-4	7.378672731450385e-4	7.378672731450385e-4	3.3212141802506964e-4	3.3212141802506964e-4	3.3212141802506964e-4	3.3212141802506964e-4
E2F2	1.8381619975247536e-4	1.8381619975247536e-4	1.8381619975247536e-4	1.8381619975247536e-4	2.0838452338255555e-4	2.0838452338255555e-4	2.0838452338255555e-4	2.0838452338255555e-4	5.795939039842289e-4	5.795939039842289e-4	5.795939039842289e-4	5.795939039842289e-4	5.129829090076174e-4	5.129829090076174e-4	5.129829090076174e-4	5.129829090076174e-4
E2F3	5.497231946200244e-4	5.497231946200244e-4	5.497231946200244e-4	5.497231946200244e-4	5.428496965948752e-4	5.428496965948752e-4	5.428496965948752e-4	5.428496965948752e-4	5.13163506943694e-4	5.13163506943694e-4	5.13163506943694e-4	5.13163506943694e-4	8.24635350638884e-4	8.24635350638884e-4	8.24635350638884e-4	8.24635350638884e-4
E2F4	4.890890330362922e-4	4.890890330362922e-4	4.890890330362922e-4	4.890890330362922e-4	3.0003806869604074e-3	3.0003806869604074e-3	3.0003806869604074e-3	3.0003806869604074e-3	5.314551493022028e-3	5.314551493022028e-3	5.314551493022028e-3	5.314551493022028e-3	4.683779378488214e-3	4.683779378488214e-3	4.683779378488214e-3	4.683779378488214e-3
E2F5	8.791839297951725e-5	8.791839297951725e-5	8.791839297951725e-5	8.791839297951725e-5	4.7615752095543363e-4	4.7615752095543363e-4	4.7615752095543363e-4	4.7615752095543363e-4	2.4729273980606594e-5	2.4729273980606594e-5	2.4729273980606594e-5	2.4729273980606594e-5	8.770196038056218e-5	8.770196038056218e-5	8.770196038056218e-5	8.770196038056218e-5
E2F6	3.1732477011174153e-4	3.1732477011174153e-4	3.1732477011174153e-4	3.1732477011174153e-4	3.2019201437566967e-4	3.2019201437566967e-4	3.2019201437566967e-4	3.2019201437566967e-4	1.1110188116860316e-3	1.1110188116860316e-3	1.1110188116860316e-3	1.1110188116860316e-3	1.0373525521030038e-3	1.0373525521030038e-3	1.0373525521030038e-3	1.0373525521030038e-3
E2F7	8.305674107618254e-5	8.305674107618254e-5	8.305674107618254e-5	8.305674107618254e-5	8.266713217335753e-5	8.266713217335753e-5	8.266713217335753e-5	8.266713217335753e-5	4.531052561866241e-4	4.531052561866241e-4	4.531052561866241e-4	4.531052561866241e-4	6.613148838519793e-5	6.613148838519793e-5	6.613148838519793e-5	6.613148838519793e-5
E2F8	4.6841880315317096e-5	4.6841880315317096e-5	4.6841880315317096e-5	4.6841880315317096e-5	6.212780134733244e-5	6.212780134733244e-5	6.212780134733244e-5	6.212780134733244e-5	4.492118522073433e-4	4.492118522073433e-4	4.492118522073433e-4	4.492118522073433e-4	1.1413272129966339e-4	1.1413272129966339e-4	1.1413272129966339e-4	1.1413272129966339e-4
E4F1	3.650798956541442e-4	3.650798956541442e-4	3.650798956541442e-4	3.650798956541442e-4	2.2586952959179505e-4	2.2586952959179505e-4	2.2586952959179505e-4	2.2586952959179505e-4	3.099810142859991e-4	3.099810142859991e-4	3.099810142859991e-4	3.099810142859991e-4	4.679526494023621e-4	4.679526494023621e-4	4.679526494023621e-4	4.679526494023621e-4
EBF1	7.859109212314582e-4	7.859109212314582e-4	7.859109212314582e-4	7.859109212314582e-4	1.2937702987483033e-4	1.2937702987483033e-4	1.2937702987483033e-4	1.2937702987483033e-4	8.335084317687748e-4	8.335084317687748e-4	8.335084317687748e-4	8.335084317687748e-4	7.789981054282225e-4	7.789981054282225e-4	7.789981054282225e-4	7.789981054282225e-4
EBF2	5.4819851951122406e-5	5.4819851951122406e-5	5.4819851951122406e-5	5.4819851951122406e-5	3.682763541692555e-5	3.682763541692555e-5	3.682763541692555e-5	3.682763541692555e-5	2.6916807105518156e-5	2.6916807105518156e-5	2.6916807105518156e-5	2.6916807105518156e-5	2.4970350566931654e-5	2.4970350566931654e-5	2.4970350566931654e-5	2.4970350566931654e-5
EBF3	3.0105808402011555e-5	3.0105808402011555e-5	3.0105808402011555e-5	3.0105808402011555e-5	5.1127841844585565e-5	5.1127841844585565e-5	5.1127841844585565e-5	5.1127841844585565e-5	1.8311945196988198e-5	1.8311945196988198e-5	1.8311945196988198e-5	1.8311945196988198e-5	2.768130930323468e-5	2.768130930323468e-5	2.768130930323468e-5	2.768130930323468e-5
EBF4	1.906456533947374e-5	1.906456533947374e-5	1.906456533947374e-5	1.906456533947374e-5	3.830916713128567e-5	3.830916713128567e-5	3.830916713128567e-5	3.830916713128567e-5	1.3541349203072123e-5	1.3541349203072123e-5	1.3541349203072123e-5	1.3541349203072123e-5	1.5447449644957894e-5	1.5447449644957894e-5	1.5447449644957894e-5	1.5447449644957894e-5
